order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-000127,3,Load Balancer,HAProxy Enterprise,3,57365.06,172095.18
PO-2023-002315,8,Software License,Red Hat Enterprise Linux,1,27923.46,27923.46
PO-2023-001662,10,Load Balancer,F5 BIG-IP 4200v,1,12890.03,12890.03
PO-2023-002828,6,Software License,VMware vSphere,4,4072.39,16289.58
PO-2023-000669,4,Router,SRX5800,2,53249.95,106499.9
PO-2023-001506,12,Server,System x3650 M5,2,6234.29,12468.59
PO-2023-002825,4,Load Balancer,A10 Thunder 3030S,3,34719.98,104159.93
PO-2023-000719,2,Rack,NetShelter SX 42U,3,1326.82,3980.45
PO-2023-000922,1,Rack,Server Rack 48U,1,4602.37,4602.37
PO-2023-000817,2,Optics/Transceivers,SFP+ 10GBASE-SR,2,3303.57,6607.14
PO-2023-003275,2,Software License,Oracle Database,2,89637.83,179275.66
PO-2023-003216,8,Server,System x3650 M5,5,28017.96,140089.79
PO-2023-002012,4,Software License,Red Hat Enterprise Linux,1,19550.17,19550.17
PO-2023-002569,2,Network Switch,Juniper EX4650,5,57807.86,289039.32
PO-2023-001066,2,Network Switch,Arista 7050X3,2,58737.68,117475.36
PO-2023-002029,4,Warranty/Support,Premium Support,1,41896.95,41896.95
PO-2023-000834,2,Rack,NetShelter SX 42U,1,1748.14,1748.14
PO-2023-000369,6,Cable,Coaxial Cable RG6,1,46.95,46.95
PO-2023-001745,1,Cooling Unit,InRow RP 300mm,2,11390.06,22780.12
PO-2023-001819,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,4,3312.44,13249.76
PO-2023-002286,3,Warranty/Support,5-Year 24x7x4,1,23881.18,23881.18
PO-2023-002736,1,Storage Array,3PAR 8450,2,484094.8,968189.6
PO-2023-000095,1,Optics/Transceivers,SFP28 25GBASE-SR,3,2164.12,6492.35
PO-2023-000443,4,Warranty/Support,Hardware Replacement,2,12210.11,24420.22
PO-2023-001270,5,Load Balancer,A10 Thunder 3030S,10,66592.88,665928.82
PO-2023-001867,2,UPS,RT 11000VA,1,31915.8,31915.8
PO-2023-002657,2,PDU,Monitored PDU,3,3420.08,10260.23
PO-2023-000290,17,Server,ProLiant DL380 Gen10,4,34287.49,137149.98
PO-2023-002384,2,Rack,Colocation Rack 47U,3,1543.2,4629.59
PO-2023-001245,2,Network Switch,PowerConnect 8024F,1,34041.89,34041.89
PO-2023-001754,4,Warranty/Support,ProSupport Plus,6,17432.64,104595.82
PO-2023-001916,1,Router,7206 VXR,2,14566.57,29133.14
PO-2023-003117,4,PDU,Switched Rack PDU,1,3494.23,3494.23
PO-2023-002627,7,Load Balancer,F5 BIG-IP 4200v,7,54174.39,379220.75
PO-2023-002017,1,Router,RTX1210,2,25461.73,50923.46
PO-2023-002985,1,PDU,Basic Rack PDU,2,2453.42,4906.84
PO-2023-002419,2,Storage Array,StorageGRID SG1000,2,248930.49,497860.98
PO-2023-002953,9,UPS,PowerWave 9330,3,19762.15,59286.44
PO-2023-000298,1,Server,UCS C220 M5,1,27702.63,27702.63
PO-2023-002444,2,Warranty/Support,Premium Support,4,24527.51,98110.05
PO-2023-000008,2,Server,System x3650 M5,4,36664.6,146658.41
PO-2023-000041,1,Optics/Transceivers,SFP 1000BASE-T,5,770.41,3852.06
PO-2023-000763,5,Warranty/Support,Extended Warranty,4,5568.83,22275.32
PO-2023-000036,3,Firewall,PA-3220,1,117624.54,117624.54
PO-2023-000378,1,Router,MX480,2,69318.59,138637.18
PO-2023-002483,5,UPS,PowerWave 9330,5,37412.24,187061.18
PO-2023-002435,2,Load Balancer,Kemp LoadMaster LM-X15,1,79155.41,79155.41
PO-2023-001898,1,PDU,Zero U PDU,4,4253.25,17013.0
PO-2023-002916,2,Firewall,TZ570,2,100671.69,201343.39
PO-2023-002625,29,Firewall,TZ570,4,95451.41,381805.66
PO-2023-001735,1,Optics/Transceivers,SFP 1000BASE-T,1,1150.29,1150.29
PO-2023-001926,1,Firewall,ASA 5516-X,1,24293.2,24293.2
PO-2023-001686,3,Warranty/Support,Extended Warranty,4,20940.18,83760.71
PO-2023-000606,2,Firewall,SRX4600,1,68259.91,68259.91
PO-2023-000802,1,Warranty/Support,Extended Warranty,1,4354.57,4354.57
PO-2023-002716,4,Cable,USB 3.0 Cable,4,305.2,1220.81
PO-2023-001413,3,Router,SRX5800,4,21327.31,85309.25
PO-2023-000384,11,Cable,Cat6 Ethernet Cable,3,218.9,656.69
PO-2023-003158,3,Cooling Unit,Stulz CyberAir,3,90629.02,271887.07
PO-2023-002164,2,Optics/Transceivers,CFP 100GBASE-LR4,9,3839.72,34557.52
PO-2023-000383,2,Cooling Unit,SmartCool Gen4,2,85317.71,170635.42
PO-2023-002447,17,Cable,HDMI Cable 2.1,3,347.53,1042.59
PO-2023-000701,2,Storage Array,StorageGRID SG1000,7,187734.42,1314140.91
PO-2023-003334,1,PDU,Basic Rack PDU,1,4066.01,4066.01
PO-2023-001848,2,Cable,USB 3.0 Cable,2,451.3,902.61
PO-2023-001069,1,Rack,Open Frame Rack 42U,7,2114.25,14799.76
PO-2023-003390,4,Warranty/Support,Premium Support,4,17131.61,68526.42
PO-2023-000602,1,Router,ISR 4451,2,95541.91,191083.83
PO-2023-001974,2,UPS,RT 11000VA,2,27637.06,55274.12
PO-2023-002068,4,Firewall,pfSense SG-5100,2,48418.99,96837.98
PO-2023-002141,12,Optics/Transceivers,SFP28 25GBASE-SR,5,1899.63,9498.17
PO-2023-003027,1,Firewall,ASA 5516-X,2,62306.89,124613.78
PO-2023-002450,1,Server,System x3650 M5,5,11399.55,56997.75
PO-2023-001140,1,Warranty/Support,3-Year Next Business Day,4,15382.27,61529.07
PO-2023-002625,2,UPS,OnLine S3 15kVA,7,30462.3,213236.1
PO-2023-001011,2,Rack,Open Frame Rack 42U,2,1390.39,2780.78
PO-2023-000111,6,Warranty/Support,3-Year Next Business Day,2,772.54,1545.07
PO-2023-000429,4,Firewall,FortiGate 600E,2,70055.33,140110.67
PO-2023-000333,6,Optics/Transceivers,XFP 10GBASE-ER,1,3394.51,3394.51
PO-2023-002830,2,Storage Array,StorageGRID SG1000,2,76841.74,153683.48
PO-2023-002857,2,Rack,Colocation Rack 47U,4,4103.94,16415.76
PO-2023-002133,5,Warranty/Support,5-Year 24x7x4,1,16248.32,16248.32
PO-2023-001564,3,Cooling Unit,Stulz CyberAir,1,63306.26,63306.26
PO-2023-000300,1,Cable,Coaxial Cable RG6,3,144.0,432.01
PO-2023-002760,3,Cooling Unit,Stulz CyberAir,4,52870.89,211483.57
PO-2023-001265,3,Cooling Unit,CoolIT Direct2Die,6,54037.18,324223.07
PO-2023-000222,2,Storage Array,VMAX All Flash,1,204597.87,204597.87
PO-2023-002141,10,Optics/Transceivers,CFP 100GBASE-LR4,9,2459.9,22139.13
PO-2023-000614,3,Cable,Fiber Optic Cable SC-LC,2,332.36,664.73
PO-2023-000263,9,Server,PowerEdge R750,4,49135.72,196542.88
PO-2023-001112,2,Warranty/Support,Extended Warranty,1,8432.55,8432.55
PO-2023-000671,1,UPS,OnLine S3 15kVA,1,48888.23,48888.23
PO-2023-003123,4,Cable,HDMI Cable 2.1,2,91.26,182.51
PO-2023-003292,2,Storage Array,3PAR 8450,1,42443.64,42443.64
PO-2023-000018,3,Firewall,ASA 5516-X,2,7750.44,15500.89
PO-2023-001241,6,Network Switch,ProCurve 5406zl,3,17324.7,51974.11
PO-2023-002770,2,UPS,RT 11000VA,1,5209.0,5209.0
PO-2023-003445,1,UPS,PowerWave 9330,4,35516.78,142067.13
PO-2023-001364,6,Warranty/Support,3-Year Next Business Day,1,29900.93,29900.93
PO-2023-000969,14,PDU,Zero U PDU,2,2092.6,4185.2
PO-2023-001255,1,Router,SRX5800,7,42796.51,299575.58
PO-2023-000384,16,Rack,Server Rack 48U,3,1936.41,5809.23
PO-2023-003136,1,Server,ProLiant DL380 Gen10,5,33264.56,166322.81
PO-2023-002883,2,Router,ISR 4451,4,24585.12,98340.48
PO-2023-002715,5,Firewall,SRX4600,3,99837.54,299512.63
PO-2023-000086,1,PDU,Basic Rack PDU,1,2275.14,2275.14
PO-2023-003111,2,Software License,Citrix XenApp,4,50858.87,203435.47
PO-2023-001309,2,Load Balancer,Radware Alteon VA,4,42409.82,169639.27
PO-2023-001004,2,Storage Array,NetApp FAS2750,1,438982.46,438982.46
PO-2023-002361,11,Router,7206 VXR,2,80218.04,160436.07
PO-2023-001442,1,Cooling Unit,Liebert XD,2,77379.06,154758.11
PO-2023-002288,3,Storage Array,Pure FlashArray//X,6,177429.24,1064575.45
PO-2023-001858,4,Warranty/Support,Hardware Replacement,5,38639.32,193196.62
PO-2023-001366,1,Software License,Citrix XenApp,3,31284.95,93854.86
PO-2023-002540,2,Network Switch,Juniper EX4650,1,41445.97,41445.97
PO-2023-002634,1,Firewall,FortiGate 600E,2,85104.91,170209.82
PO-2023-001064,9,Server,System x3650 M5,4,33165.06,132660.24
PO-2023-000454,2,Rack,Wall Mount 12U,2,3980.58,7961.16
PO-2023-001030,3,Firewall,SRX4600,2,42884.49,85768.98
PO-2023-003306,1,Load Balancer,Citrix ADC VPX,1,44886.71,44886.71
PO-2023-000310,3,Server,UCS C220 M5,1,37208.12,37208.12
PO-2023-001178,9,Server,PowerEdge R740,3,26504.73,79514.2
PO-2023-000297,1,Server,PowerEdge R750,1,24431.32,24431.32
PO-2023-003314,1,Rack,SmartRack 25U,3,3630.68,10892.03
PO-2023-002923,1,Cooling Unit,InRow RP 300mm,1,64879.21,64879.21
PO-2023-001499,6,Warranty/Support,Extended Warranty,7,5825.63,40779.4
PO-2023-002276,5,Rack,Wall Mount 12U,1,3927.71,3927.71
PO-2023-000925,3,UPS,PowerMax 2000,2,10244.68,20489.35
PO-2023-002904,1,Cable,HDMI Cable 2.1,3,299.54,898.62
PO-2023-002100,6,Optics/Transceivers,SFP28 25GBASE-SR,1,754.63,754.63
PO-2023-002441,1,UPS,Smart-UPS SRT 10000VA,4,42696.53,170786.11
PO-2023-003109,1,Network Switch,ProCurve 5406zl,2,68783.82,137567.64
PO-2023-003082,3,Router,ASR 1001-X,7,70871.5,496100.52
PO-2023-001411,1,Rack,SmartRack 25U,2,2781.94,5563.89
PO-2023-002088,5,Firewall,pfSense SG-5100,2,103736.44,207472.89
PO-2023-001371,17,Firewall,SRX4600,5,92137.78,460688.92
PO-2023-003143,1,Server,System x3650 M5,2,15780.45,31560.9
PO-2023-002844,3,Rack,SmartRack 25U,5,3233.91,16169.56
PO-2023-001151,2,PDU,Switched Rack PDU,4,2217.24,8868.97
PO-2023-000571,1,UPS,PowerWave 9330,2,23359.75,46719.49
PO-2023-002912,11,Router,MX480,2,17058.82,34117.64
PO-2023-000662,2,Cable,Cat6 Ethernet Cable,1,294.4,294.4
PO-2023-002677,2,PDU,Switched Rack PDU,8,1579.14,12633.11
PO-2023-001920,2,Router,ASR 1001-X,1,94655.16,94655.16
PO-2023-001262,2,Cooling Unit,CyberAir 3,2,79349.41,158698.82
PO-2023-000612,4,Server,UCS C220 M5,1,26710.32,26710.32
PO-2023-001488,1,UPS,RT 11000VA,3,17269.49,51808.46
PO-2023-002260,6,Cooling Unit,CyberAir 3,1,37365.08,37365.08
PO-2023-001562,1,Storage Array,Unity XT 480,2,268539.45,537078.89
PO-2023-002673,1,Warranty/Support,Hardware Replacement,1,44599.19,44599.19
PO-2023-000026,1,Firewall,ASA 5516-X,2,25470.29,50940.59
PO-2023-000759,1,Network Switch,Juniper EX4650,1,71991.43,71991.43
PO-2023-002223,1,Rack,Open Frame Rack 42U,1,3988.43,3988.43
PO-2023-000126,1,Network Switch,Catalyst 9300,1,7039.16,7039.16
PO-2023-001451,9,Firewall,ASA 5516-X,2,147014.45,294028.89
PO-2023-001742,6,Rack,NetShelter SX 42U,1,1821.37,1821.37
PO-2023-002005,1,Cable,USB 3.0 Cable,1,287.48,287.48
PO-2023-002045,1,Load Balancer,Radware Alteon VA,2,37981.78,75963.57
PO-2023-001912,7,Firewall,SRX4600,2,80122.98,160245.95
PO-2023-002879,5,Software License,Microsoft SQL Server,2,70056.16,140112.32
PO-2023-003205,1,Firewall,pfSense SG-5100,2,131510.6,263021.19
PO-2023-000508,2,Router,7206 VXR,2,85635.17,171270.34
PO-2023-000071,2,Cable,Power Cord C13-C14,1,467.87,467.87
PO-2023-000252,9,Rack,Open Frame Rack 42U,1,3017.82,3017.82
PO-2023-002924,2,Software License,Windows Server 2022,1,31434.83,31434.83
PO-2023-000997,1,Cable,Coaxial Cable RG6,1,311.48,311.48
PO-2023-000311,3,Load Balancer,Radware Alteon VA,13,58722.64,763394.29
PO-2023-001552,3,UPS,RT 11000VA,8,48214.0,385712.01
PO-2023-001804,2,Router,7206 VXR,2,36765.98,73531.95
PO-2023-000962,1,UPS,OnLine S3 15kVA,4,34179.08,136716.31
PO-2023-001922,5,Network Switch,PowerConnect 8024F,1,71548.98,71548.98
PO-2023-002739,7,Cooling Unit,InRow RP 300mm,1,61155.22,61155.22
PO-2023-001921,1,Server,UCS C220 M5,2,21885.73,43771.45
PO-2023-002190,1,Load Balancer,Radware Alteon VA,2,33468.47,66936.94
PO-2023-000525,7,Load Balancer,HAProxy Enterprise,1,54659.75,54659.75
PO-2023-001791,3,Network Switch,Arista 7050X3,3,72184.02,216552.05
PO-2023-002835,1,Storage Array,StorageGRID SG1000,3,38089.3,114267.89
PO-2023-000686,1,Network Switch,Nexus 9000,1,33945.94,33945.94
PO-2023-000578,1,Router,ASR 1001-X,4,21203.24,84812.94
PO-2023-000673,9,Cooling Unit,Liebert XD,5,83266.15,416330.73
PO-2023-002665,2,Firewall,TZ570,2,53634.84,107269.68
PO-2023-002420,1,Optics/Transceivers,SFP+ 10GBASE-SR,5,3114.97,15574.86
PO-2023-000439,4,Cable,USB 3.0 Cable,5,491.46,2457.32
PO-2023-002865,9,Load Balancer,Radware Alteon VA,1,55679.83,55679.83
PO-2023-002406,7,Router,RTX1210,3,11593.05,34779.14
PO-2023-002935,1,Firewall,pfSense SG-5100,5,31419.07,157095.33
PO-2023-002124,1,Rack,SmartRack 25U,1,2391.97,2391.97
PO-2023-003262,5,Network Switch,Nexus 9000,3,53907.44,161722.31
PO-2023-002398,8,Firewall,ASA 5516-X,5,57138.81,285694.07
PO-2023-003469,7,Cooling Unit,Stulz CyberAir,7,92902.52,650317.61
PO-2023-003080,2,Software License,Oracle Database,3,65071.69,195215.06
PO-2023-002204,1,Server,PowerEdge R740,1,5922.3,5922.3
PO-2023-000520,1,Cable,Power Cord C13-C14,1,74.71,74.71
PO-2023-001006,2,Router,RTX1210,2,5617.61,11235.22
PO-2023-003105,1,Rack,Colocation Rack 47U,4,2216.78,8867.13
PO-2023-000779,1,Software License,Microsoft SQL Server,3,10531.8,31595.41
PO-2023-000651,1,Storage Array,3PAR 8450,1,72600.39,72600.39
PO-2023-002830,5,Firewall,PA-3220,2,53464.41,106928.83
PO-2023-001295,11,PDU,Monitored PDU,2,1607.25,3214.49
PO-2023-001864,1,Cooling Unit,Stulz CyberAir,7,82596.04,578172.26
PO-2023-001713,5,Software License,Microsoft SQL Server,2,70050.98,140101.96
PO-2023-003420,2,Load Balancer,HAProxy Enterprise,3,45306.84,135920.53
PO-2023-003350,3,UPS,RT 11000VA,1,33648.19,33648.19
PO-2023-001041,7,Optics/Transceivers,SFP 1000BASE-T,2,3952.04,7904.08
PO-2023-000035,3,Network Switch,PowerConnect 8024F,2,72273.4,144546.8
PO-2023-003413,1,Firewall,TZ570,2,30348.12,60696.24
PO-2023-003258,3,Warranty/Support,3-Year Next Business Day,3,649.86,1949.59
PO-2023-002145,3,Cable,USB 3.0 Cable,1,321.58,321.58
PO-2023-000265,3,Router,SRX5800,2,23685.38,47370.76
PO-2023-001791,10,Cooling Unit,SmartCool Gen4,1,47899.3,47899.3
PO-2023-003199,3,PDU,Zero U PDU,1,1538.43,1538.43
PO-2023-001063,2,Load Balancer,Citrix ADC VPX,7,95232.83,666629.78
PO-2023-000189,2,Warranty/Support,Premium Support,4,18596.99,74387.95
PO-2023-000678,6,Cooling Unit,SmartCool Gen4,4,48797.38,195189.54
PO-2023-001747,1,Optics/Transceivers,SFP+ 10GBASE-SR,8,4605.24,36841.89
PO-2023-002639,7,Router,SRX5800,2,56784.31,113568.63
PO-2023-002785,4,Optics/Transceivers,CFP 100GBASE-LR4,1,2003.1,2003.1
PO-2023-002499,1,Network Switch,Nexus 9000,1,18808.58,18808.58
PO-2023-003249,5,Cable,Coaxial Cable RG6,1,246.97,246.97
PO-2023-003373,5,Storage Array,3PAR 8450,1,208253.97,208253.97
PO-2023-000708,3,Server,ProLiant DL380 Gen10,4,34331.0,137324.02
PO-2023-001273,1,Router,ISR 4451,2,65319.95,130639.9
PO-2023-002407,5,Server,ProLiant DL380 Gen10,3,10011.46,30034.39
PO-2023-001064,7,Software License,Oracle Database,5,59094.49,295472.45
PO-2023-000808,1,Server,UCS C220 M5,2,39020.75,78041.49
PO-2023-000232,6,Warranty/Support,Extended Warranty,2,18059.06,36118.13
PO-2023-002001,4,PDU,Basic Rack PDU,1,3696.55,3696.55
PO-2023-000312,1,PDU,Intelligent PDU,3,1426.47,4279.41
PO-2023-000260,2,Load Balancer,A10 Thunder 3030S,1,20832.72,20832.72
PO-2023-002056,1,Warranty/Support,Hardware Replacement,3,42374.31,127122.92
PO-2023-000479,1,Optics/Transceivers,SFP28 25GBASE-SR,1,1735.69,1735.69
PO-2023-002808,13,Cooling Unit,CoolIT Direct2Die,2,18987.69,37975.38
PO-2023-003121,7,Optics/Transceivers,XFP 10GBASE-ER,3,346.0,1037.99
PO-2023-002241,1,Network Switch,Catalyst 9300,2,51677.2,103354.4
PO-2023-001552,4,Warranty/Support,Hardware Replacement,1,18619.33,18619.33
PO-2023-002370,1,UPS,Smart-UPS SRT 10000VA,1,33095.71,33095.71
PO-2023-003155,7,Warranty/Support,5-Year 24x7x4,4,8944.0,35775.98
PO-2023-001563,5,Firewall,pfSense SG-5100,2,21810.33,43620.67
PO-2023-001433,4,Cable,Cat6 Ethernet Cable,1,130.36,130.36
PO-2023-001251,1,Firewall,pfSense SG-5100,4,143588.12,574352.47
PO-2023-003220,2,Router,RTX1210,1,93167.6,93167.6
PO-2023-001993,1,Load Balancer,Citrix ADC VPX,3,90178.64,270535.91
PO-2023-000403,1,Rack,Wall Mount 12U,2,3881.33,7762.67
PO-2023-000397,4,Firewall,PA-3220,1,77348.61,77348.61
PO-2023-000565,2,Optics/Transceivers,SFP28 25GBASE-SR,5,4364.96,21824.81
PO-2023-002498,3,Router,SRX5800,1,12523.44,12523.44
PO-2023-002141,7,UPS,OnLine S3 15kVA,6,16969.72,101818.3
PO-2023-002065,2,Server,UCS C220 M5,1,44997.78,44997.78
PO-2023-002760,6,Load Balancer,Citrix ADC VPX,2,21025.94,42051.88
PO-2023-001034,11,Rack,Wall Mount 12U,1,4568.1,4568.1
PO-2023-001818,1,UPS,RT 11000VA,1,30541.36,30541.36
PO-2023-000087,2,Firewall,PA-3220,3,134582.31,403746.92
PO-2023-002035,2,Warranty/Support,Hardware Replacement,1,15095.32,15095.32
PO-2023-000970,1,Cable,Power Cord C13-C14,1,485.57,485.57
PO-2023-001024,11,Rack,Wall Mount 12U,1,2068.99,2068.99
PO-2023-002395,3,Cooling Unit,InRow RP 300mm,1,93836.44,93836.44
PO-2023-003117,5,Firewall,PA-3220,1,29993.88,29993.88
PO-2023-000534,5,Software License,Microsoft SQL Server,1,61647.62,61647.62
PO-2023-000636,1,Warranty/Support,5-Year 24x7x4,1,32184.47,32184.47
PO-2023-000773,8,Storage Array,NetApp FAS2750,2,440064.39,880128.79
PO-2023-000132,1,UPS,PowerMax 2000,5,26418.55,132092.74
PO-2023-000871,1,Warranty/Support,Extended Warranty,2,20098.31,40196.62
PO-2023-003146,3,Warranty/Support,Hardware Replacement,2,2218.15,4436.3
PO-2023-001162,1,Optics/Transceivers,SFP+ 10GBASE-SR,8,3098.38,24787.02
PO-2023-000124,3,Warranty/Support,Extended Warranty,2,24870.11,49740.22
PO-2023-002406,6,Firewall,PA-3220,4,146356.12,585424.49
PO-2023-001692,1,UPS,OnLine S3 15kVA,6,21183.73,127102.39
PO-2023-000210,4,UPS,RT 11000VA,4,7259.65,29038.6
PO-2023-001054,1,UPS,Smart-UPS SRT 10000VA,2,16785.95,33571.89
PO-2023-002346,2,Optics/Transceivers,CFP 100GBASE-LR4,4,4770.86,19083.44
PO-2023-000924,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,2,4422.22,8844.44
PO-2023-003108,8,Storage Array,StorageGRID SG1000,4,413446.53,1653786.11
PO-2023-002775,10,UPS,Galaxy 7000,2,39222.2,78444.4
PO-2023-001672,15,Router,SRX5800,2,77641.58,155283.17
PO-2023-000323,2,Optics/Transceivers,CFP 100GBASE-LR4,1,4889.45,4889.45
PO-2023-001321,7,Cooling Unit,SmartCool Gen4,3,11374.65,34123.94
PO-2023-000780,2,Router,SRX5800,2,35314.5,70628.99
PO-2023-000284,2,Cable,Fiber Optic Cable SC-LC,8,433.88,3471.08
PO-2023-002137,1,Server,PowerEdge R740,2,11072.06,22144.11
PO-2023-001214,1,Cable,USB 3.0 Cable,2,457.89,915.79
PO-2023-000308,1,Rack,Colocation Rack 47U,3,4345.51,13036.54
PO-2023-000514,3,Rack,Colocation Rack 47U,4,1451.43,5805.73
PO-2023-002992,2,Firewall,FortiGate 600E,2,15856.69,31713.39
PO-2023-000710,1,Cooling Unit,Liebert XD,2,46084.49,92168.97
PO-2023-002521,5,PDU,Intelligent PDU,1,4347.37,4347.37
PO-2023-002352,3,Cable,Fiber Optic Cable SC-LC,3,158.51,475.52
PO-2023-003468,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,2,1589.46,3178.92
PO-2023-001330,3,Router,ISR 4451,2,36342.57,72685.15
PO-2023-000244,2,Storage Array,VMAX All Flash,3,224505.23,673515.68
PO-2023-001544,2,Warranty/Support,Hardware Replacement,5,48630.42,243152.09
PO-2023-001724,2,UPS,Smart-UPS SRT 10000VA,3,38820.68,116462.05
PO-2023-001689,1,UPS,PowerWave 9330,1,7534.84,7534.84
PO-2023-000738,5,Router,RTX1210,2,65039.18,130078.36
PO-2023-002625,21,Load Balancer,HAProxy Enterprise,1,83272.23,83272.23
PO-2023-001929,2,Cooling Unit,Liebert XD,1,37444.7,37444.7
PO-2023-001745,3,PDU,Basic Rack PDU,2,4933.26,9866.52
PO-2023-001686,4,Firewall,pfSense SG-5100,3,79541.44,238624.33
PO-2023-001533,1,Server,PowerEdge R750,1,41224.18,41224.18
PO-2023-002804,2,Optics/Transceivers,SFP+ 10GBASE-SR,2,999.03,1998.07
PO-2023-003198,3,Storage Array,3PAR 8450,4,404463.16,1617852.65
PO-2023-000260,1,Cooling Unit,Liebert XD,5,85949.15,429745.74
PO-2023-002368,2,Load Balancer,A10 Thunder 3030S,1,51756.79,51756.79
PO-2023-002088,4,Warranty/Support,ProSupport Plus,1,21518.24,21518.24
PO-2023-002809,2,Network Switch,ProCurve 5406zl,4,27504.13,110016.51
PO-2023-000632,2,PDU,Switched Rack PDU,7,4075.49,28528.4
PO-2023-000788,4,Storage Array,NetApp FAS2750,2,429027.62,858055.25
PO-2023-002958,2,Optics/Transceivers,XFP 10GBASE-ER,1,3560.87,3560.87
PO-2023-002881,1,Optics/Transceivers,SFP 1000BASE-T,2,2029.66,4059.32
PO-2023-002440,1,Rack,Colocation Rack 47U,2,1584.54,3169.09
PO-2023-002879,7,Server,System x3650 M5,3,47177.22,141531.66
PO-2023-000776,2,UPS,PowerMax 2000,4,19161.0,76644.02
