order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-003211,2,Network Switch,Juniper EX4650,2,24436.82,48873.63
PO-2023-003013,2,Server,ThinkSystem SR650,1,5487.92,5487.92
PO-2023-003399,2,Server,PowerEdge R740,3,24342.46,73027.37
PO-2023-002274,1,Cooling Unit,Liebert XD,5,91917.76,459588.82
PO-2023-003086,2,PDU,Zero U PDU,1,3611.49,3611.49
PO-2023-003223,2,UPS,PowerMax 2000,1,41357.17,41357.17
PO-2023-002289,2,Warranty/Support,Extended Warranty,1,14007.47,14007.47
PO-2023-001615,1,Router,ISR 4451,2,11124.89,22249.78
PO-2023-002470,2,Server,ProLiant DL380 Gen10,3,18565.69,55697.07
PO-2023-001719,1,Rack,Wall Mount 12U,3,4088.92,12266.76
PO-2023-003003,1,Warranty/Support,5-Year 24x7x4,1,24935.98,24935.98
PO-2023-002438,2,Server,PowerEdge R750,6,46886.42,281318.51
PO-2023-003258,2,Firewall,FortiGate 600E,2,104470.65,208941.31
PO-2023-001283,4,Cable,Coaxial Cable RG6,1,371.98,371.98
PO-2023-000633,11,Router,SRX5800,1,70376.57,70376.57
PO-2023-003145,4,Cooling Unit,SmartCool Gen4,1,79378.58,79378.58
PO-2023-003089,1,Network Switch,Catalyst 9300,2,14191.05,28382.09
PO-2023-003445,2,Server,ProLiant DL380 Gen10,4,11130.04,44520.17
PO-2023-002227,5,Cable,Fiber Optic Cable SC-LC,8,144.76,1158.09
PO-2023-000124,4,Storage Array,Unity XT 480,5,490851.19,2454255.94
PO-2023-003238,1,Warranty/Support,Premium Support,1,11875.4,11875.4
PO-2023-003014,1,Optics/Transceivers,SFP28 25GBASE-SR,2,3334.84,6669.67
PO-2023-001959,3,Software License,Windows Server 2022,3,24633.46,73900.37
PO-2023-001796,2,Rack,Wall Mount 12U,4,3069.32,12277.26
PO-2023-001455,4,PDU,Monitored PDU,2,3389.24,6778.48
PO-2023-000857,1,Software License,Red Hat Enterprise Linux,1,18639.47,18639.47
PO-2023-000039,1,Router,ASR 1001-X,2,52154.79,104309.59
PO-2023-000842,2,Warranty/Support,Extended Warranty,1,33943.57,33943.57
PO-2023-002123,1,Storage Array,StorageGRID SG1000,4,335436.37,1341745.46
PO-2023-000445,1,UPS,Smart-UPS SRT 10000VA,1,32488.7,32488.7
PO-2023-001159,6,Warranty/Support,Hardware Replacement,6,12277.85,73667.13
PO-2023-003457,3,Optics/Transceivers,SFP28 25GBASE-SR,3,1342.28,4026.85
PO-2023-002028,1,Storage Array,Pure FlashArray//X,2,455328.27,910656.54
PO-2023-003265,1,Load Balancer,Kemp LoadMaster LM-X15,2,19989.46,39978.93
PO-2023-001506,2,Software License,VMware vSphere,3,47692.83,143078.49
PO-2023-000371,1,Firewall,TZ570,2,112884.41,225768.81
PO-2023-002326,1,Cooling Unit,CyberAir 3,2,26667.53,53335.06
PO-2023-000570,1,Network Switch,PowerConnect 8024F,2,13783.44,27566.88
PO-2023-002844,1,Cooling Unit,SmartCool Gen4,1,20384.07,20384.07
PO-2023-001471,1,Network Switch,PowerConnect 8024F,2,63053.58,126107.15
PO-2023-002380,1,Network Switch,Arista 7050X3,1,40458.96,40458.96
PO-2023-000133,2,Firewall,PA-3220,1,38557.67,38557.67
PO-2023-001952,5,Router,MX480,2,33180.92,66361.85
PO-2023-002569,1,Warranty/Support,5-Year 24x7x4,1,3603.15,3603.15
PO-2023-000303,5,PDU,Metered Rack PDU,1,3883.09,3883.09
PO-2023-002029,5,Rack,Wall Mount 12U,2,2100.0,4200.0
PO-2023-001465,3,Optics/Transceivers,CFP 100GBASE-LR4,1,2694.83,2694.83
PO-2023-002320,1,Rack,Colocation Rack 47U,1,4068.31,4068.31
PO-2023-001893,1,Warranty/Support,Extended Warranty,1,5645.66,5645.66
PO-2023-001925,5,Server,ThinkSystem SR650,4,9758.08,39032.32
PO-2023-000127,1,Firewall,FortiGate 600E,2,133632.88,267265.77
PO-2023-002111,11,Network Switch,ProCurve 5406zl,1,60315.84,60315.84
PO-2023-001207,1,Cooling Unit,CyberAir 3,7,66248.8,463741.59
PO-2023-003274,1,Warranty/Support,Hardware Replacement,2,9950.82,19901.64
PO-2023-001961,1,Server,UCS C220 M5,4,37231.85,148927.39
PO-2023-003159,4,Network Switch,Catalyst 9300,1,21599.83,21599.83
PO-2023-002019,2,Firewall,FortiGate 600E,2,81739.31,163478.62
PO-2023-000633,2,Load Balancer,Citrix ADC VPX,1,81040.01,81040.01
PO-2023-000043,2,Network Switch,Juniper EX4650,2,58004.75,116009.49
PO-2023-001451,1,Software License,VMware vSphere,1,30498.76,30498.76
PO-2023-000356,3,PDU,Zero U PDU,2,560.81,1121.62
PO-2023-001928,3,UPS,OnLine S3 15kVA,5,29994.66,149973.32
PO-2023-002492,1,Rack,Colocation Rack 47U,1,2044.47,2044.47
PO-2023-000538,8,Server,UCS C220 M5,6,13075.04,78450.21
PO-2023-002142,2,PDU,Basic Rack PDU,4,2317.14,9268.54
PO-2023-002949,1,UPS,PowerMax 2000,2,18991.58,37983.16
PO-2023-002043,2,Router,RTX1210,2,11739.03,23478.05
PO-2023-000754,1,Firewall,TZ570,2,11599.68,23199.36
PO-2023-002259,2,Optics/Transceivers,SFP28 25GBASE-SR,1,3191.85,3191.85
PO-2023-003018,1,Rack,Wall Mount 12U,5,2497.91,12489.56
PO-2023-002789,2,Network Switch,Nexus 9000,2,69737.25,139474.49
PO-2023-002054,1,Cable,Power Cord C13-C14,1,340.88,340.88
PO-2023-000545,2,Server,ProLiant DL380 Gen10,1,9923.0,9923.0
PO-2023-002635,2,PDU,Basic Rack PDU,1,3519.03,3519.03
PO-2023-001207,2,Router,MX480,3,67600.33,202800.99
PO-2023-002007,1,Storage Array,StorageGRID SG1000,2,74506.44,149012.88
PO-2023-001063,9,Storage Array,Unity XT 480,1,427324.33,427324.33
PO-2023-003332,3,PDU,Monitored PDU,3,2377.64,7132.93
PO-2023-000184,1,Router,ISR 4451,1,48241.34,48241.34
PO-2023-003323,1,Router,RTX1210,2,65705.21,131410.41
PO-2023-000978,5,Software License,Microsoft SQL Server,5,8098.36,40491.8
PO-2023-003242,2,UPS,Smart-UPS SRT 10000VA,4,34552.91,138211.63
PO-2023-002800,2,Cooling Unit,Liebert XD,1,65757.56,65757.56
PO-2023-003313,3,Warranty/Support,3-Year Next Business Day,15,23549.26,353238.97
PO-2023-000078,3,Load Balancer,Radware Alteon VA,1,77974.34,77974.34
PO-2023-003199,4,Server,System x3650 M5,6,48490.72,290944.29
PO-2023-002151,1,Storage Array,NetApp FAS2750,1,166758.11,166758.11
PO-2023-002990,2,Cooling Unit,Liebert XD,1,99147.99,99147.99
PO-2023-001218,3,Firewall,TZ570,2,115652.82,231305.64
PO-2023-002001,1,Storage Array,Pure FlashArray//X,4,183311.62,733246.47
PO-2023-003421,1,Load Balancer,A10 Thunder 3030S,7,53381.52,373670.64
PO-2023-001170,10,Cable,Fiber Optic Cable SC-LC,1,129.15,129.15
PO-2023-002653,7,Cable,HDMI Cable 2.1,1,379.92,379.92
PO-2023-000497,1,Router,ISR 4451,2,12598.34,25196.67
PO-2023-003468,3,Rack,Wall Mount 12U,7,3527.21,24690.46
PO-2023-000296,2,Warranty/Support,Hardware Replacement,2,30360.65,60721.3
PO-2023-002784,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,6,2244.84,13469.05
PO-2023-002315,1,Storage Array,VMAX All Flash,10,157200.41,1572004.14
PO-2023-001377,1,Rack,Colocation Rack 47U,2,2161.03,4322.05
PO-2023-000213,1,Rack,Server Rack 48U,3,3761.62,11284.87
PO-2023-001144,3,Software License,Oracle Database,2,94218.12,188436.24
PO-2023-001627,1,Warranty/Support,Premium Support,1,26045.03,26045.03
PO-2023-001672,19,Cooling Unit,SmartCool Gen4,1,80383.85,80383.85
PO-2023-002279,2,Warranty/Support,5-Year 24x7x4,5,33539.22,167696.09
PO-2023-000840,1,Warranty/Support,ProSupport Plus,1,27349.3,27349.3
PO-2023-001880,2,Warranty/Support,5-Year 24x7x4,1,28648.63,28648.63
PO-2023-002070,4,Cable,HDMI Cable 2.1,3,333.37,1000.12
PO-2023-002269,3,Optics/Transceivers,CFP 100GBASE-LR4,1,1555.89,1555.89
PO-2023-000748,4,Cable,USB 3.0 Cable,2,141.69,283.37
PO-2023-001164,2,Router,MX480,1,46933.42,46933.42
PO-2023-000220,2,Server,System x3650 M5,1,24333.03,24333.03
PO-2023-000194,2,Warranty/Support,3-Year Next Business Day,1,13005.98,13005.98
PO-2023-002276,1,Load Balancer,Citrix ADC VPX,8,89667.26,717338.06
PO-2023-003304,2,Firewall,SRX4600,2,148750.24,297500.49
PO-2023-001030,8,UPS,Smart-UPS SRT 10000VA,1,24743.17,24743.17
PO-2023-002106,1,Cooling Unit,Liebert XD,3,19011.2,57033.59
PO-2023-001300,1,Load Balancer,HAProxy Enterprise,2,94498.27,188996.54
PO-2023-000611,2,Warranty/Support,Hardware Replacement,5,43453.5,217267.48
PO-2023-000084,4,Rack,SmartRack 25U,1,3475.79,3475.79
PO-2023-000076,8,Network Switch,PowerConnect 8024F,2,15893.71,31787.43
PO-2023-003288,1,Cable,Fiber Optic Cable SC-LC,1,220.95,220.95
PO-2023-001567,3,Software License,Citrix XenApp,1,557.99,557.99
PO-2023-000917,3,Optics/Transceivers,CFP 100GBASE-LR4,3,4746.4,14239.19
PO-2023-001116,13,Firewall,PA-3220,5,38374.79,191873.94
PO-2023-003372,1,Router,SRX5800,2,43699.44,87398.88
PO-2023-001668,1,PDU,Metered Rack PDU,2,1085.37,2170.73
PO-2023-000739,1,PDU,Basic Rack PDU,2,792.16,1584.31
PO-2023-001933,2,Server,ThinkSystem SR650,2,14308.65,28617.3
PO-2023-002530,3,Storage Array,NetApp FAS2750,1,310397.97,310397.97
PO-2023-001474,3,Server,UCS C220 M5,13,28290.76,367779.86
PO-2023-001583,10,Firewall,TZ570,2,123581.1,247162.19
PO-2023-002126,1,Optics/Transceivers,SFP+ 10GBASE-SR,3,1698.25,5094.74
PO-2023-003252,2,Warranty/Support,Hardware Replacement,2,4571.91,9143.81
PO-2023-002721,4,Software License,Windows Server 2022,3,90553.05,271659.16
PO-2023-001727,1,Server,UCS C220 M5,6,44677.64,268065.81
PO-2023-000140,1,Optics/Transceivers,CFP 100GBASE-LR4,1,4233.88,4233.88
PO-2023-000822,5,Optics/Transceivers,SFP+ 10GBASE-SR,2,1201.33,2402.65
PO-2023-002532,1,Storage Array,3PAR 8450,1,446925.47,446925.47
PO-2023-000004,2,Storage Array,NetApp FAS2750,2,344212.41,688424.83
PO-2023-002042,1,Firewall,ASA 5516-X,2,85243.06,170486.12
PO-2023-003202,1,Cable,Power Cord C13-C14,3,147.99,443.96
PO-2023-003125,1,Network Switch,ProCurve 5406zl,2,44850.63,89701.27
PO-2023-001758,6,Router,RTX1210,2,99878.31,199756.62
PO-2023-000782,2,Load Balancer,Radware Alteon VA,1,30381.82,30381.82
PO-2023-002138,1,Storage Array,Pure FlashArray//X,2,156671.99,313343.98
PO-2023-003367,1,Firewall,FortiGate 600E,1,119706.12,119706.12
PO-2023-000736,1,PDU,Metered Rack PDU,5,4076.28,20381.41
PO-2023-000513,1,Storage Array,StorageGRID SG1000,1,168050.53,168050.53
PO-2023-002298,2,PDU,Basic Rack PDU,1,4873.0,4873.0
PO-2023-001255,2,UPS,PowerWave 9330,1,23762.39,23762.39
PO-2023-001869,15,Optics/Transceivers,XFP 10GBASE-ER,1,2298.33,2298.33
PO-2023-002958,3,UPS,RT 11000VA,4,15030.29,60121.17
PO-2023-003254,1,Router,ASR 1001-X,1,70278.66,70278.66
PO-2023-002281,2,Storage Array,NetApp FAS2750,2,290595.69,581191.39
PO-2023-001219,2,Firewall,ASA 5516-X,2,71277.99,142555.99
PO-2023-003282,1,Router,ISR 4451,2,93809.92,187619.85
PO-2023-002162,5,PDU,Monitored PDU,6,4498.27,26989.63
PO-2023-002372,1,Software License,Microsoft SQL Server,1,32338.25,32338.25
PO-2023-000252,7,Network Switch,ProCurve 5406zl,3,72491.65,217474.94
PO-2023-000560,2,Cooling Unit,CyberAir 3,3,47287.75,141863.24
PO-2023-002074,1,Warranty/Support,Premium Support,1,17352.86,17352.86
PO-2023-001833,1,Router,MX480,2,54852.39,109704.77
PO-2023-000752,1,Rack,NetShelter SX 42U,1,3691.09,3691.09
PO-2023-001608,6,Load Balancer,Citrix ADC VPX,1,98711.46,98711.46
PO-2023-003444,1,Router,RTX1210,2,97121.0,194242.0
PO-2023-000552,2,Warranty/Support,Premium Support,2,30962.34,61924.67
PO-2023-000193,2,Network Switch,ProCurve 5406zl,2,46081.12,92162.24
PO-2023-001479,1,Server,System x3650 M5,1,19827.33,19827.33
PO-2023-001726,4,Network Switch,Juniper EX4650,2,64045.57,128091.14
PO-2023-002539,1,UPS,RT 11000VA,1,41281.54,41281.54
PO-2023-002566,2,Rack,NetShelter SX 42U,1,2989.64,2989.64
PO-2023-002680,4,Rack,Server Rack 48U,3,4658.45,13975.36
PO-2023-001186,1,Cable,Coaxial Cable RG6,2,258.7,517.39
PO-2023-000029,6,Software License,Citrix XenApp,3,70727.35,212182.04
PO-2023-002221,2,UPS,Galaxy 7000,2,8375.1,16750.21
PO-2023-001018,1,Rack,Wall Mount 12U,4,3593.1,14372.42
PO-2023-000503,1,Optics/Transceivers,SFP28 25GBASE-SR,2,4960.88,9921.76
PO-2023-001154,1,Cooling Unit,CoolIT Direct2Die,1,20149.35,20149.35
PO-2023-000492,1,Load Balancer,Citrix ADC VPX,1,54817.87,54817.87
PO-2023-003262,1,Warranty/Support,Extended Warranty,1,2692.59,2692.59
PO-2023-001463,1,UPS,OnLine S3 15kVA,3,18942.45,56827.35
PO-2023-002089,3,Rack,Open Frame Rack 42U,2,3735.85,7471.71
PO-2023-000673,4,PDU,Zero U PDU,1,689.68,689.68
PO-2023-002259,3,Load Balancer,Kemp LoadMaster LM-X15,2,52690.87,105381.75
PO-2023-001968,2,Network Switch,Nexus 9000,2,28788.62,57577.23
PO-2023-002363,5,Server,ProLiant DL380 Gen10,1,10360.11,10360.11
PO-2023-000176,5,Server,ProLiant DL380 Gen10,3,22225.94,66677.83
PO-2023-003170,3,Firewall,pfSense SG-5100,2,61893.49,123786.98
PO-2023-000996,1,Storage Array,3PAR 8450,1,163865.03,163865.03
PO-2023-000189,1,UPS,Galaxy 7000,1,18472.25,18472.25
PO-2023-002106,5,Cooling Unit,Liebert XD,1,89501.55,89501.55
PO-2023-002468,2,Router,ASR 1001-X,2,97356.8,194713.6
PO-2023-002316,5,Router,7206 VXR,1,13371.31,13371.31
PO-2023-002007,6,Load Balancer,Kemp LoadMaster LM-X15,1,11376.31,11376.31
PO-2023-002843,2,Optics/Transceivers,SFP 1000BASE-T,2,2177.66,4355.32
PO-2023-003292,1,Warranty/Support,3-Year Next Business Day,4,18921.41,75685.65
PO-2023-001908,4,Warranty/Support,3-Year Next Business Day,3,20626.16,61878.48
PO-2023-002689,2,Software License,Oracle Database,3,12160.16,36480.47
PO-2023-000624,3,PDU,Monitored PDU,3,2516.58,7549.74
PO-2023-002537,4,UPS,PowerMax 2000,5,7168.14,35840.7
PO-2023-000560,6,Load Balancer,Citrix ADC VPX,2,23485.43,46970.86
PO-2023-001159,2,Software License,Red Hat Enterprise Linux,1,88166.43,88166.43
PO-2023-002845,3,Firewall,FortiGate 600E,1,24131.06,24131.06
PO-2023-000763,3,PDU,Basic Rack PDU,2,1828.77,3657.54
PO-2023-001338,2,Router,MX480,11,36496.7,401463.69
PO-2023-001729,6,Rack,Server Rack 48U,1,4210.96,4210.96
PO-2023-002003,4,Software License,Citrix XenApp,5,77678.28,388391.38
PO-2023-002791,1,Server,ProLiant DL380 Gen10,1,29189.99,29189.99
PO-2023-003301,10,Server,System x3650 M5,7,38759.4,271315.78
PO-2023-002777,4,Rack,Open Frame Rack 42U,4,2210.04,8840.16
PO-2023-003005,1,Storage Array,NetApp FAS2750,1,356588.18,356588.18
PO-2023-001772,1,Optics/Transceivers,XFP 10GBASE-ER,2,4335.76,8671.52
PO-2023-000383,3,UPS,PowerWave 9330,15,17908.1,268621.49
PO-2023-002486,1,Load Balancer,HAProxy Enterprise,4,52250.05,209000.21
PO-2023-002850,9,Firewall,SRX4600,1,120787.1,120787.1
PO-2023-003262,2,Warranty/Support,3-Year Next Business Day,2,20628.91,41257.82
PO-2023-002860,7,Network Switch,Nexus 9000,1,53464.17,53464.17
PO-2023-003201,3,Storage Array,StorageGRID SG1000,3,180325.25,540975.74
PO-2023-000284,1,Optics/Transceivers,CFP 100GBASE-LR4,1,3856.32,3856.32
PO-2023-000745,5,Firewall,FortiGate 600E,2,143974.04,287948.08
PO-2023-003246,2,Router,SRX5800,2,99605.93,199211.87
